sep=;
dias;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Total
5;23978.10;22986.30;22275.90;21787.30;21291.50;21018.60;20480.50;21870.50;24763.10;27915.60;28790.80;28748.30;27750.90;24698.70;26669.40;29275.10;29530.90;28618.40;27584.80;28312.60;27294.20;26656.10;25872.30;24494.30;612664.40
6;23263.80;22305.70;21518.60;20915.10;20560.30;20370.90;19803.10;21124.90;23759.00;26440.40;27675.80;28229.60;27914.50;26892.10;27585.00;28365.70;28986.90;29048.30;28033.60;28051.80;27064.10;26040.50;25865.20;24947.00;604761.90
7;23857.80;23079.90;22354.10;21746.70;20901.40;20590.20;20250.70;20665.00;21564.70;23326.20;24116.40;24225.00;24395.70;22897.90;23084.30;23130.40;23325.30;24161.60;24647.60;25758.70;24953.60;24436.70;24203.50;23429.10;555102.50
8;22386.00;21662.70;20979.10;20434.10;20059.60;19801.20;19586.90;20924.60;23760.40;27087.00;28051.40;28341.90;27459.70;26689.10;27441.70;29142.20;29443.40;28639.80;27677.40;28319.80;27288.80;26541.30;26178.70;25141.10;603037.90
9;23839.80;23002.50;22387.20;21872.50;21351.70;21101.30;20766.90;20713.50;22654.20;25763.70;26772.00;27314.70;27465.50;26649.20;27736.60;29460.60;29482.30;28843.30;28197.90;28706.40;27573.70;26708.70;26571.70;25669.10;610605.00
10;24501.40;23812.70;23065.40;22410.50;22024.60;21640.80;21102.70;21789.60;23577.60;25879.90;26852.30;27737.00;27041.10;25336.90;25751.50;27628.80;27767.00;27228.60;27161.60;28027.70;27036.00;25971.60;25987.60;25516.00;604848.90
11;24647.40;23767.40;23062.00;22372.80;21895.90;21551.30;20999.80;21604.80;22702.70;22681.10;24582.60;25304.40;25211.10;23565.50;23733.90;23603.50;23677.20;24787.00;25455.80;26623.80;25814.80;25449.20;25271.20;24503.10;572868.60
12;23403.60;22581.50;21778.50;21257.30;20782.10;20654.30;20120.60;20501.90;23455.50;26461.00;27507.10;27642.60;27672.80;27037.70;27897.80;29661.80;29445.70;28883.70;27805.50;28302.50;27361.10;26780.50;26337.60;25091.80;608424.70
13;23944.40;23051.00;22288.00;21758.20;21317.00;21045.00;20524.70;21882.80;24543.00;27572.50;28677.30;28838.10;27848.40;27028.10;28153.50;29877.40;29895.50;29114.70;28159.50;28893.50;27843.80;27255.10;26803.00;25727.00;622041.70
14;24443.60;23522.00;22832.40;22162.40;21686.00;21472.50;20958.20;22249.60;23238.60;26221.40;28625.70;28885.80;27343.40;25899.90;26646.60;28386.70;28248.80;27423.80;27302.70;27489.00;26453.80;26046.10;25810.50;24405.00;607754.50
15;22817.20;22163.90;21911.10;21494.70;21179.90;20917.70;20753.00;21751.00;23301.00;25705.70;26304.80;23125.60;22409.20;20904.20;21677.30;23625.30;24208.20;23976.50;23823.80;24345.50;23245.10;22290.50;21796.90;20793.10;544521.00
16;19921.50;19134.70;18494.80;18054.50;17922.80;17802.70;17979.20;17327.30;19436.90;22369.30;23792.00;23560.90;24162.00;24341.50;24741.90;26672.80;26657.80;25718.00;25171.10;25615.90;24519.30;23361.60;23008.00;22224.70;531991.10
17;21292.90;20582.00;19614.90;19212.50;18836.80;18616.80;18363.10;19307.20;21414.40;24531.30;25473.40;25855.40;25221.00;23418.90;24114.60;26053.00;26107.20;25525.90;25559.90;26063.20;24631.20;23653.80;23312.80;22452.30;549214.40
18;22078.40;21630.60;21074.00;20367.70;19920.40;19561.40;19184.10;19710.30;20553.60;22292.70;22600.20;23057.10;22773.20;21251.90;21695.70;21946.50;21597.70;23025.60;24085.90;24846.60;23807.90;23228.00;23129.20;22553.50;525972.00
19;21761.20;20894.30;20075.90;18994.60;18513.00;18340.50;18028.80;18132.30;18979.30;20643.70;21519.90;20799.40;21156.80;19593.00;20054.60;20268.70;20200.30;21628.60;22589.10;23742.80;23078.70;22663.70;22365.50;21693.50;495718.20
20;20781.00;20016.10;19487.70;19067.00;18705.00;18654.50;18521.00;20133.40;23041.90;26232.40;27369.20;27725.00;26892.80;25908.80;27048.10;28868.60;28993.70;28210.60;27110.60;27676.80;26732.70;25932.40;25536.70;24399.50;583045.30
21;23102.60;22139.00;21399.90;20910.80;20510.50;20205.20;19774.40;21048.30;23951.70;26779.10;27916.50;28453.10;27504.50;26598.40;27533.90;29363.20;29171.00;28578.10;27904.10;28385.90;27225.50;26534.10;26038.40;24983.10;606011.40
22;23684.20;22702.70;21977.50;21268.60;20627.60;20321.30;20025.20;19960.70;21772.30;25003.10;26386.50;28340.10;27512.50;26645.50;27679.10;29664.80;29567.40;28700.60;27597.10;28216.60;27056.20;26082.60;25666.50;24482.80;600941.40
23;23211.90;22250.10;21492.40;20914.10;20462.80;20167.40;19943.20;21404.00;24097.40;27039.20;28132.10;28669.70;27494.70;26777.60;27505.00;27930.60;28702.40;27954.20;27279.70;27836.00;26552.50;25600.70;25337.60;24453.70;601209.00
24;23344.70;22481.80;21559.90;20971.40;20605.20;20190.70;19759.20;20674.10;22857.70;26171.00;26740.40;27099.90;26722.70;25367.80;25803.40;27768.70;27850.80;27073.30;27202.60;27804.00;26498.00;23548.80;24930.40;24533.40;587559.80
25;23846.00;23151.30;22388.30;21896.20;21530.80;21230.60;20732.40;21409.10;22695.50;24528.70;25517.50;25612.20;25424.70;23526.10;23863.30;24170.70;23974.90;24912.50;25589.80;26800.10;26057.10;25747.60;25533.60;24657.60;574796.60
26;23851.30;23019.20;22265.00;21770.70;21311.90;21027.50;20557.40;21733.60;24475.50;27497.40;28568.50;28857.70;27922.50;26958.50;27870.00;29912.60;29856.70;29227.80;28225.70;28709.90;27682.20;26869.90;26118.30;25018.60;619308.40
27;23969.00;23083.50;22367.80;21833.30;21338.20;21080.90;20586.00;21931.40;24398.40;27427.00;28462.00;28363.00;27335.50;26723.10;27366.80;29125.00;28967.10;28405.60;27696.40;28284.20;27065.10;26102.00;25605.00;24490.70;612007.10
28;23312.30;22325.00;21573.10;21036.60;20612.10;20338.80;20099.20;19888.80;22193.00;24978.40;25802.40;27192.10;27640.40;26689.10;27615.50;29296.80;29200.20;28471.80;27652.70;28211.20;27027.40;26220.20;25823.40;24649.60;597850.10
29;23397.00;22453.00;21758.60;21148.90;20719.70;20449.20;20177.90;21449.80;24185.50;27109.60;28168.10;28523.00;27880.40;27095.40;27852.00;29471.90;29447.70;28346.00;27311.60;27967.40;26762.80;26072.00;25685.70;24721.50;608154.70
30;23468.00;22517.40;21644.90;20979.70;20435.20;20234.90;19766.70;20013.50;22908.40;26085.30;26976.80;27379.20;27595.70;26854.50;27772.80;29618.60;29517.50;28597.60;27790.80;28254.60;26946.90;26073.60;25791.80;24888.40;602112.80
31;23872.60;23093.90;22226.10;21466.80;21056.70;20764.60;20291.00;21218.60;23412.60;26569.90;27550.50;27785.60;27137.50;25522.00;26308.60;28244.70;28284.30;27653.50;27706.20;28019.00;26890.60;25863.50;25499.80;24982.30;601421.10
1;24199.50;23356.70;22742.70;22140.40;21571.10;21185.30;20705.50;21297.30;22446.00;24093.40;25005.20;24877.10;24590.10;23055.40;23263.30;23419.60;23341.40;24350.80;24898.30;26153.90;25442.20;25248.10;24982.70;24033.10;566399.20
2;23103.70;22301.50;21683.60;21152.90;20745.10;20460.90;20062.00;21460.40;24420.30;27318.70;28375.90;28813.20;27958.10;26983.70;27891.70;29670.50;29679.60;28676.30;27483.20;27991.80;27087.80;26225.80;25888.90;24862.10;610297.60
3;23510.50;22594.10;21798.20;21137.80;20631.50;20279.50;19942.80;21320.10;24196.00;27230.70;28445.70;28903.20;27962.40;26554.80;27873.30;29682.10;29705.40;28738.00;27875.90;28411.80;27229.40;26471.40;26119.80;25105.10;611719.40
4;23943.00;22964.70;21748.80;21195.30;20785.10;20679.00;20549.40;21775.50;22284.00;26139.50;28066.20;28607.60;27789.50;26510.70;27296.20;29154.30;29202.20;28218.90;27676.30;28106.20;27058.40;26521.60;26181.90;25213.50;607667.80
5;23949.20;23033.10;22197.70;21611.70;21111.90;20878.50;20502.80;21763.20;24495.10;27617.40;28527.80;27654.20;26215.60;25135.00;25619.30;27221.20;26198.30;25072.50;24703.10;20736.50;21546.70;22322.00;22631.70;22088.20;572832.70
6;21365.60;20521.60;19518.70;19306.80;18661.70;18834.60;18983.10;19267.30;20919.60;21987.20;24330.50;24668.10;23619.80;22885.80;24427.00;26388.10;26179.70;25693.90;25475.10;25942.80;24877.30;23734.50;23391.10;22690.40;543670.70
7;21769.70;21070.90;20366.60;19822.30;19477.00;19344.70;19109.10;20222.90;22632.40;26133.50;27200.20;27245.60;26617.50;24999.30;25433.10;27378.30;27363.00;26434.10;26525.70;27139.20;25704.90;24478.10;24308.80;23813.10;574590.10
8;23060.00;22294.90;21744.20;21099.50;20539.90;20250.20;19709.30;20642.90;22036.70;23761.10;25093.90;25109.30;24836.90;23299.90;23505.20;23603.90;23392.90;24515.40;25204.90;26235.50;25523.90;25306.00;25290.20;24475.20;560532.00
9;23553.30;22680.50;22055.60;21442.70;20969.30;20674.90;20242.80;21687.40;24798.40;27864.90;29019.10;29322.80;28332.90;27188.70;28155.20;30006.50;30026.50;29233.40;28488.30;28950.00;27864.90;27019.60;26613.50;25648.60;621839.70
10;24384.10;23364.90;22528.00;21915.80;21545.90;20905.00;20618.90;21947.80;24647.30;27728.30;28649.50;29059.60;28180.40;27373.30;28391.80;30161.30;29993.50;29102.60;28415.20;29110.80;27911.20;26962.10;26454.80;25375.30;624727.60
11;24365.50;23441.60;22640.80;22043.20;21490.00;21150.50;20719.50;22120.80;24884.20;27848.50;28986.30;29074.10;28313.30;27534.40;28341.10;30074.70;30052.40;29244.00;28663.60;29162.30;28043.90;27104.40;26763.30;25763.30;627825.50
12;24627.60;23595.20;22858.70;22227.90;21757.60;21414.90;21127.50;22523.10;25260.00;28229.40;29080.70;29303.30;28518.50;27313.80;28227.70;29905.30;29680.20;28890.60;28428.70;28617.30;27373.30;26670.00;26516.90;25564.10;627712.50
13;24438.40;23566.60;22724.10;22011.70;21554.80;21192.50;20718.50;22354.30;25147.90;28170.60;29426.20;29063.40;28049.70;26792.50;26364.80;25581.40;25616.60;25177.80;24972.20;25281.10;24154.50;23247.40;22820.90;22170.60;590598.50
14;21457.90;20731.40;19907.30;19118.90;18859.90;18747.60;18520.40;18492.60;19890.30;22689.60;24106.50;23637.90;22683.60;21138.20;21755.90;24067.20;24552.60;24294.60;24436.70;24415.70;23268.40;22538.30;22282.90;21545.00;523139.70
15;20527.80;19267.70;18712.20;18413.20;18702.90;18780.70;18721.90;19588.40;21144.40;23103.70;24659.10;24851.00;24446.50;22926.20;23152.30;23118.00;21817.20;21782.00;23778.10;23654.00;21731.90;21883.40;21055.80;20043.70;515862.20
16;19261.10;18628.50;18044.90;17617.30;17501.80;17577.70;17631.50;19002.60;22067.50;25759.80;26463.50;26702.40;25244.00;23832.10;24728.70;26362.30;26344.00;25359.30;25187.80;25450.80;24414.80;23508.90;23073.20;22067.50;541832.00
17;21140.80;20214.10;19594.10;19028.00;17780.70;17500.80;18158.90;20221.90;23256.80;26272.80;27274.70;27878.80;27392.80;26571.20;27725.50;29543.00;29566.20;28397.10;27848.80;28118.10;26672.80;25964.20;25406.00;24043.80;585572.00
18;22952.40;22101.30;21234.60;20694.90;20251.50;20031.10;19802.60;21236.90;24036.50;26589.20;26006.50;28649.60;28012.10;27309.50;28176.80;30057.50;29788.80;28970.00;28296.90;28516.10;27269.00;26413.90;25933.10;24674.50;607005.50
19;23314.00;22275.30;21405.10;20765.00;18932.30;18593.50;18363.40;19921.40;23145.80;26897.10;27690.60;28267.40;27396.10;26253.10;26945.00;28876.20;28659.70;28064.90;27415.70;27513.70;26110.40;25099.50;24587.00;23343.90;589836.30
20;22175.50;21167.30;20369.40;19731.60;19283.20;19109.20;18839.80;20559.10;23425.30;26635.30;27250.00;26924.90;25803.10;24861.10;25600.20;27277.10;27870.50;27257.30;26692.60;26822.30;25423.90;24174.10;23691.60;22559.70;573504.00
21;21758.00;20881.70;20095.10;19456.20;18969.50;18773.70;18444.10;19717.40;22226.60;25540.90;26763.80;27115.50;26490.10;24738.40;24404.90;26575.60;26707.50;26089.40;26446.70;27004.10;25567.70;24215.40;23786.50;22983.80;564752.70
22;22106.80;21111.40;20388.70;19926.40;19531.10;19257.70;18910.40;19980.20;21596.60;23551.90;24866.70;25074.60;24818.40;23100.30;23271.90;23298.20;23071.50;24215.70;24953.00;25568.80;24671.60;24341.40;24062.20;22845.10;544520.60
23;21762.80;21049.10;20266.70;19655.70;19200.70;19060.00;18758.00;20536.40;23853.30;27013.20;28327.60;28707.00;27845.40;26834.50;27782.50;29344.80;29051.40;28408.50;27656.00;27644.30;26408.70;25625.70;24914.10;23559.50;593266.00
24;22335.10;21342.90;20571.60;20067.00;19776.90;19579.00;19263.70;20522.20;23395.70;26215.20;27211.70;28473.20;27201.30;25652.00;26613.50;28723.40;28903.50;28276.30;27624.70;27701.70;26207.90;23194.20;24894.80;23593.70;587341.30
25;22369.40;21345.80;20664.10;20111.30;19691.00;19519.30;19217.50;21155.00;24060.10;27395.10;28487.70;28675.80;27602.60;27129.50;28384.20;29978.00;29748.20;29077.70;28477.80;28613.10;27076.30;26166.30;25702.00;24386.60;605034.60
26;23164.80;22140.30;21316.00;20708.50;20262.80;19952.30;19744.40;21457.90;24468.90;27502.90;28080.50;28066.20;26310.20;24361.40;25218.50;27341.30;27989.00;27556.90;27445.00;27515.50;26149.60;25246.90;25037.20;23887.00;590923.90
27;22650.20;21592.70;20755.10;20049.90;19598.90;19570.40;19440.10;20729.80;23275.90;27457.70;28375.50;28533.00;27384.50;26543.80;27547.20;29204.70;29104.30;28460.90;28075.60;28014.80;26533.00;25213.60;24515.00;23836.10;596463.00
28;23013.50;22258.20;21491.60;20754.10;20363.70;20167.70;19694.40;20641.90;22795.50;25478.80;26237.30;26892.00;26683.30;24680.10;24139.60;25818.20;26248.50;26082.50;27005.60;27371.10;25870.60;24496.30;24154.30;23306.70;575645.40
29;22765.70;22100.80;21469.10;20494.80;20021.00;20166.90;19004.30;12233.70;13022.60;14369.00;15452.30;20054.00;25025.70;23568.70;23564.50;23242.40;23202.90;24322.80;25436.20;26081.40;25107.80;24721.80;24472.30;23525.60;513426.50
30;22770.20;22018.20;21259.30;20533.40;19945.00;19598.00;18643.00;19918.90;22880.30;25798.00;27366.00;28012.70;27424.90;25609.10;25919.40;26241.80;25415.20;24749.10;24848.00;25352.60;24502.30;23438.90;22954.80;22014.30;567213.40
1;21108.40;20253.00;19399.00;19021.20;18670.90;18554.70;18212.70;19125.80;21345.30;24554.70;26016.70;26537.50;25460.20;24102.70;24931.60;26842.50;26772.90;26086.40;26019.40;26006.20;24733.20;23531.90;22932.60;21894.20;552113.60
2;20905.10;20111.10;19286.60;18773.40;18437.00;17786.20;17243.70;18024.30;20757.60;24679.70;25952.70;26160.00;23713.70;22252.70;23076.20;25781.60;26604.40;26043.70;25646.20;25411.40;23923.50;22911.50;22328.10;21321.70;537131.90
3;20197.50;19339.10;18543.50;18077.40;17731.30;17627.10;17552.70;19234.30;22346.20;25703.30;27015.70;27697.10;26713.90;25913.10;26871.30;28796.00;28740.40;27965.40;27531.10;27306.70;25867.30;24934.70;24618.20;23318.50;569641.70
4;21937.40;20833.20;20039.50;19382.40;18040.60;18749.20;18745.50;20590.20;23525.40;26763.40;27873.00;28052.50;27128.70;26252.50;27100.70;29070.70;28820.60;27904.10;27719.90;27752.50;26429.00;25232.90;24590.20;23719.30;586253.30
5;22746.90;21932.50;21148.70;20436.60;20166.80;20070.90;19698.60;20907.00;22767.50;26610.60;27826.60;28287.40;26778.60;23925.00;24557.00;26495.20;26702.90;26174.30;26897.70;26952.50;25379.70;24444.50;24138.10;23469.50;578514.90
6;22568.70;21684.00;21128.80;20587.80;20091.70;19676.90;19331.20;20479.00;22100.40;24148.70;25258.40;25368.30;24902.30;23395.70;23595.10;23547.60;23318.60;23355.80;24581.20;24944.90;24023.70;23571.30;23304.60;22553.70;547518.10
7;21741.60;20848.00;20079.00;19402.60;19050.60;19007.40;18914.80;16325.30;17308.60;22939.40;28100.90;28592.90;27708.90;26370.20;27289.10;29106.50;28947.60;28141.80;27774.20;27474.30;26009.70;25016.70;24713.00;23713.10;574576.30
8;22626.50;21683.40;21092.40;20677.10;20277.40;20181.60;20020.90;21547.20;24681.80;27939.80;28594.90;27931.70;26802.90;26192.40;27214.50;28656.80;28512.90;27940.70;28175.10;27920.70;26547.10;25528.90;25051.40;23906.90;599704.90
9;22946.90;22146.00;21553.50;20948.20;20421.90;20320.50;20309.90;21705.60;24484.80;27068.70;28143.60;28421.00;26651.10;26611.70;27565.50;29156.40;28415.00;27876.20;28166.40;28121.20;26673.10;25732.60;25293.50;24041.20;602774.50
10;22675.70;21431.80;20381.70;19697.60;19248.50;19143.70;19033.90;20180.80;23135.60;25839.70;27153.40;27767.10;26812.40;24211.70;24304.50;26199.40;26299.00;25740.50;25918.80;25840.40;24515.10;23661.90;23441.60;22513.00;565147.70
11;21586.30;20719.30;19988.70;19446.20;18466.60;17980.30;18276.70;19199.70;21337.90;24497.40;24918.70;24276.40;22769.70;21368.70;22254.10;24745.30;24902.70;24459.50;24454.70;23753.30;22406.10;21333.10;20960.50;20112.10;524214.00
12;19237.50;18457.70;17920.90;17582.30;17327.20;17208.30;17192.30;18027.60;19760.60;22518.30;23048.20;23785.00;23647.80;22551.40;23044.20;24916.30;24302.00;23518.40;24213.90;24226.90;22945.30;21645.90;21393.80;20923.30;509395.10
13;20377.90;19737.80;19161.90;18010.00;17463.70;17099.30;16854.90;17255.70;18311.40;20306.10;22015.80;21844.90;21136.30;19449.50;19131.40;18898.50;19008.90;20627.60;22263.30;22548.50;21585.30;21057.20;20839.90;20135.30;475121.00
14;19511.60;18945.00;18415.10;17907.50;17576.20;17327.70;17270.40;16267.60;16727.10;18776.70;20570.00;20701.60;20930.00;19870.10;19998.50;20185.40;20080.40;21496.90;22550.20;22066.10;21056.00;19703.50;20095.20;19252.30;467280.90
15;18480.60;17775.10;17073.90;16679.50;16400.40;16496.20;16496.30;17928.70;20635.10;23966.20;25851.00;26126.20;24307.90;22729.90;24419.90;26578.70;26533.70;25647.60;25269.90;24872.90;23611.10;22525.70;22237.80;21202.50;523846.80
16;20159.40;19371.80;18700.00;18042.40;17661.10;17651.90;17688.00;19649.40;22526.10;25305.90;26812.30;27266.20;26266.70;25550.90;26705.30;28406.10;28202.00;27235.90;26904.00;26851.30;25590.60;24415.60;24025.60;22778.20;563766.80
17;21562.20;20667.10;19995.00;19247.10;18823.10;18686.30;18277.30;18414.00;21981.60;25111.60;26558.30;28241.20;27363.50;26342.10;27315.00;28945.40;28287.50;26184.40;25903.70;24491.00;24291.50;23267.20;23135.90;22345.70;565437.60
18;21507.00;20787.70;20087.80;19447.60;18998.10;18788.30;18619.60;19022.70;21702.80;23082.40;23940.00;25090.40;24983.50;24617.40;25796.30;27085.00;27563.00;26711.80;26784.40;26593.10;24775.50;23391.70;22861.30;21933.50;554170.90
19;21121.00;20418.90;19981.40;19366.90;18926.20;18607.90;15903.30;18832.60;21515.20;24533.60;24576.60;25709.40;25272.80;23211.10;23514.20;25480.00;25481.30;24895.50;25586.30;25560.10;24206.90;23000.60;22963.40;22366.00;541031.10
20;21647.40;20771.00;19940.90;19544.10;19173.00;19036.00;18823.30;19583.40;20911.30;22941.10;24062.30;23974.00;23707.40;22301.80;22485.30;22561.70;22510.90;23508.30;24716.00;24849.10;23912.90;23760.10;23757.60;22875.40;531354.40
21;21857.30;20954.70;20336.50;19821.30;19442.10;19353.70;19079.40;20235.50;22776.90;25061.20;25342.70;25700.30;24296.70;22951.00;23126.90;25161.00;25642.10;25427.90;25619.30;25380.50;23969.70;22853.20;22086.50;21043.80;547520.10
22;19865.50;19109.60;18451.90;17912.00;17538.10;17364.50;17402.70;19140.80;22086.40;25243.10;26303.60;26443.20;25708.20;24982.60;25266.00;25540.00;26496.10;26159.80;26112.60;25642.00;24285.60;23241.40;22671.00;21389.00;544355.80
23;20441.00;19745.80;19004.70;18377.60;17783.90;17446.20;17422.50;18308.40;20755.30;23670.20;24820.00;25259.50;24654.30;23873.30;24584.20;26197.20;25749.50;25345.10;25678.80;25408.20;23873.70;22405.40;21953.10;21096.20;533854.20
24;20165.50;19363.90;18767.90;18350.10;17988.90;17922.90;17973.30;17900.50;20722.70;23714.20;24679.30;25061.10;25768.10;24646.10;25970.50;27804.70;26707.30;25163.80;25346.60;25208.00;24075.10;23284.40;23016.90;22137.60;541739.70
25;20850.80;20046.70;19397.80;18935.90;18724.90;18559.00;18553.90;20384.60;22793.30;24759.20;24804.40;24924.20;24327.40;23636.10;24613.70;26096.80;26212.30;25717.80;25986.00;25554.10;24156.10;23023.70;22583.90;21729.70;546372.40
26;20806.80;19907.20;19219.80;18593.70;18262.60;18031.70;17876.20;18654.70;19765.00;21805.80;22667.70;23076.30;23162.30;21639.40;21668.30;23170.50;23281.80;23022.00;23944.20;23696.60;22306.50;21307.10;20886.40;20387.70;507140.40
27;19767.00;19093.60;18588.50;18196.90;17815.30;17646.80;17455.80;18127.60;19321.20;20273.00;21043.10;21005.60;20621.50;20797.40;20657.70;19530.30;19633.70;20351.40;21535.20;21823.50;21624.90;21578.40;21345.10;20754.60;478588.30
28;20094.10;19458.20;19231.60;18890.10;18320.50;18606.50;18438.00;19616.10;21992.50;24991.30;26281.50;26802.20;25996.20;24816.40;25450.20;27251.70;27273.70;26378.00;26298.70;25940.80;24767.70;23785.50;23376.80;22454.10;556512.40
29;21482.30;20571.90;19799.10;19270.10;18981.70;18859.70;18760.20;19934.00;22406.70;25644.20;27243.10;27509.90;26273.70;25714.90;26346.60;27901.10;27619.50;26823.60;27044.20;26995.70;25744.90;24763.80;24123.50;22543.60;572358.10
30;21701.70;20951.70;20368.30;19918.80;19595.90;19387.90;19187.10;20016.90;22326.30;25700.50;27052.70;26296.00;22843.00;21490.20;21425.80;23012.70;23266.90;23585.00;24198.20;24349.00;23398.20;22560.90;21288.60;19938.00;533860.40
31;19423.10;19098.40;18608.60;18241.90;17960.70;17889.20;17986.90;18866.80;21333.90;24493.10;25273.90;25544.30;12294.00;23653.40;23020.50;24757.80;24820.10;24945.50;25414.50;25112.30;24090.00;23164.10;22847.10;21089.50;519929.70
1;20214.80;19293.90;18430.70;18225.20;18035.30;18182.90;18083.10;19536.90;22248.20;25441.00;26523.60;26632.10;25931.20;24921.10;25851.70;26834.00;26881.10;26328.50;26492.40;26202.70;24743.30;23512.50;23202.30;22323.20;554071.60
2;21402.60;20626.50;20051.90;19446.80;19069.10;18893.00;18575.80;19483.90;21765.70;25010.60;26181.20;26574.60;25993.30;24129.30;24465.30;26040.00;26039.10;25427.00;26316.00;25986.00;24193.50;22915.90;22583.50;22084.40;553255.00
3;21598.70;20977.70;19101.80;19433.90;19106.10;18965.30;18815.90;19317.00;20587.20;22576.70;23983.50;23914.50;23585.90;21652.70;21434.70;21585.00;21616.60;22891.40;24262.90;24471.80;23250.70;22707.30;22624.20;21881.10;520342.50
4;21308.30;20682.70;20124.90;19668.00;19241.80;18968.10;18544.80;18528.80;18883.40;21036.20;22615.10;23378.40;23674.70;21784.90;21749.20;21288.70;21305.50;22692.00;24046.80;24383.50;23293.50;22486.10;22033.30;21491.60;513210.20
5;20715.30;19971.80;19401.30;18931.30;17906.30;17758.50;17936.50;19013.90;21509.60;23893.60;24819.50;26299.10;24827.40;23231.70;23688.20;25521.30;25987.30;25837.50;26156.30;25943.80;24676.70;23755.20;22781.10;22370.90;542934.10
6;21447.30;20725.10;20150.10;19666.40;19393.10;19306.30;18202.80;18981.20;22525.40;24744.30;26156.80;25480.50;24373.10;23250.30;23102.40;25108.80;25530.40;25646.70;26158.00;26045.90;24773.50;23924.80;23459.60;22466.00;550618.80
7;21548.80;20790.00;20147.60;19734.30;19401.20;19168.70;19101.50;20503.60;22998.40;25852.00;26796.20;27047.80;26109.80;25418.80;26208.40;26577.40;26941.60;27105.70;27603.20;27261.70;26061.20;25274.10;24873.00;23767.30;576292.60
8;22668.40;21774.60;20757.30;20451.90;20089.60;19922.80;19767.50;21000.90;23557.60;26281.70;27328.50;27678.80;26994.50;26181.20;27056.30;28818.80;28052.00;27518.60;27655.60;26719.20;25642.30;24827.90;24690.40;23853.70;589290.00
9;22957.20;22105.80;21287.40;20535.80;20252.10;20020.20;19658.60;20554.40;22665.60;25286.30;26435.70;26695.00;25307.40;23827.10;24627.60;26158.70;26121.90;25701.90;26756.30;26600.60;25145.90;23885.20;23475.80;22934.10;568996.70
10;22349.50;21326.60;20690.40;20074.70;19611.00;19466.90;19205.70;19519.50;20427.90;22202.60;23954.30;24237.90;23973.30;22145.10;22313.10;22267.20;22196.00;23535.20;25176.10;25207.60;23993.00;23299.10;23177.20;22640.40;532990.10
11;22089.80;21424.10;20804.40;20211.90;19714.50;19428.10;19088.10;19741.90;20892.00;22860.10;24283.10;24678.40;24506.50;22669.90;22552.70;21995.90;22232.50;23696.30;25393.10;25504.10;24642.60;24228.90;23859.30;23054.10;539552.30
12;22045.50;21231.00;20514.90;19890.40;19398.50;19189.90;18625.80;18366.60;21204.80;23976.30;24862.30;25543.00;26319.10;25423.40;26495.10;28010.00;28097.00;27249.20;27217.30;26827.60;25510.60;24422.60;23995.70;22951.40;567367.90
13;21811.30;20924.20;20302.00;19751.00;19217.90;18542.00;18467.70;20021.50;22992.40;26004.30;27070.30;27410.30;26697.40;24546.20;25099.50;28276.00;28056.80;27147.50;27214.00;26884.90;25460.50;24711.80;24400.30;23286.10;574295.90
14;22156.80;21177.20;20312.20;19525.60;19119.50;18895.30;18694.20;19865.10;22823.30;26159.00;27019.40;27478.60;26118.50;24862.70;26120.50;27899.40;27790.30;27165.80;27148.30;26751.20;25269.20;24467.40;24165.60;23056.00;574040.90
15;21846.60;20877.00;20162.40;19641.60;19286.50;19212.70;19045.70;20304.40;23153.20;26218.30;27370.60;27607.90;26880.50;25863.80;26399.00;27729.80;27596.20;27102.50;27075.50;26473.40;25057.70;23955.50;23733.60;22737.50;575331.90
16;21679.10;20861.10;20157.40;19728.70;19153.90;18907.30;18261.90;19839.50;22011.60;25069.90;26179.10;26190.90;25944.10;24445.10;24090.00;25198.00;24864.70;24526.10;25478.30;25351.70;24259.30;23048.60;22555.70;21904.50;549706.40
17;21276.10;20692.30;20084.60;19490.40;19078.10;18659.00;17612.00;17533.60;19887.60;8171.00;22630.60;23520.90;23416.80;21670.00;21884.00;21929.90;21870.00;23049.10;24497.00;24627.20;23083.40;22214.30;21081.50;21794.00;499753.40
18;20809.70;18442.10;17368.40;17761.90;17794.80;17732.80;17637.20;18935.40;21765.40;24736.10;24609.00;25041.60;25434.10;24552.90;25174.20;26796.70;26928.50;26183.20;26137.00;25643.50;24074.50;22581.20;22663.90;21740.40;540544.60
19;20748.70;19933.50;19197.40;18652.80;18206.70;18125.50;17027.30;18145.70;21385.60;24882.50;26450.00;26559.80;25830.40;24346.50;25574.90;27348.90;26743.70;25179.50;25538.10;25365.90;24124.20;22297.10;22055.70;20970.30;544690.90
20;20096.00;19200.20;18674.00;18285.10;17968.50;17936.60;17937.20;19247.10;20877.40;23333.40;24234.00;25148.40;24725.00;23139.50;23722.10;25488.10;25448.30;24865.30;25150.70;25109.80;23939.50;22991.40;22433.10;21369.80;531320.60
21;20318.80;19492.30;18886.40;18419.90;18125.60;17788.00;17628.50;18382.00;20607.80;24417.80;25721.10;26236.10;25697.10;24604.70;25504.10;27177.50;26981.90;26088.90;26347.80;25994.70;24722.00;23821.20;23178.50;22116.90;548259.70
