0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
6013.983,5599.657,5370.633,5366.323,5453.021,5591.949,5670.96,5687.459,5610.289,5407.067,5096.165,4708.01,4289.666,3978.661,3824.13,3900.404,4073.222,4383.153,4832.046,5224.775,5420.988,5452.909,5487.516,5452.849
5405.045,5494.405,5653.529,5699.507,5525.497,5273.881,5198.886,5162.811,5101.311,5051.16,5231.559,5610.347,5947.568,6166.919,6313.9,6489.096,6621.969,6744.099,6941.973,7110.704,7211.28,7213.697,7048.652,6798.881
6537.996,6309.745,6156.459,5853.066,5199.115,4520.387,4030.929,3674.086,3504.395,3432.985,3560.523,3808.315,4082.448,4508.253,5081.219,5907.93,6905.453,7915.439,8694.073,9180.694,9459.101,9608.237,9478.33,9061.78
8385.037,7572.357,6829.254,6278.161,5786.572,5371.279,5072.841,4788.139,4491.869,4134.068,3721.906,3329.476,2915.982,2538.507,2268.201,2160.239,2227.43,2349.004,2503.082,2732.228,3020.842,3329.442,3725.095,4185.575
4518.912,4696.801,4740.902,4685.745,4399.275,4088.827,3995.41,4082.511,4249.607,4327.981,4230.525,4040.06,3673.327,3274.656,2966.493,2826.741,2917.669,3215.201,3699.319,4285.212,4951.839,5564.665,6076.639,6486.424
6706.302,6868.748,7086.934,7287.57,7376.157,7483.328,7669.496,7861.838,7923.172,7793.157,7508.456,7096.873,6574.752,5984.454,5452.929,5072.934,4841.096,4951.488,5386.421,5954.693,6577.693,7160.753,7483.536,7449.619
7144.957,6717.443,6449.947,6372.003,6236.079,6068.359,6071.091,6202.668,6246.198,6318.755,6403.102,6266.734,6011.617,5838.79,5807.131,5793.532,5846.185,6113.605,6445.746,6775.396,7124.929,7436.427,7646.013,7644.498
7493.305,7323.689,7160.744,7066.436,6903.438,6719.773,6667.395,6674.358,6538.045,6242.676,6113.564,6009.938,5837.357,5712.022,5785.968,6105.238,6341.369,6506.835,6618.457,6611.697,6490.232,6310.776,6092.578,5681.816
5063.628,4374.736,3809.029,3461.768,3120.958,2993.707,3244.636,3721.717,4284.088,4781.942,5283.963,5782.168,6150.524,6408.85,6682.65,7160.546,7697.159,8238.765,8614.817,8774.078,8715.961,8536.755,8622.994,8900.619
9270.719,9582.535,9771.338,9639.157,8945.254,8203.573,7831.834,7646.018,7427.653,7160.766,6941.983,6733.919,6493.084,6196.394,5846.658,5489.084,5299.421,5305.807,5320.566,5296.848,5289.557,5279.19,5199.127,5144.659
5072.798,4841.663,4560.771,4341.297,4103.464,3929.443,3861.786,3776.238,3642.108,3359.654,2899.328,2428.691,2055.231,1808.0,1745.024,1821.342,1992.045,2216.091,2440.338,2688.492,2938.615,3098.054,3192.848,3231.581
3329.122,3499.387,3673.911,3835.22,3804.065,3641.933,3402.642,3127.637,2868.435,2556.637,2265.024,1970.186,1575.21,1192.664,976.312,920.813,1055.196,1357.326,1723.551,2053.424,2269.479,2594.169,2911.569,2896.623
2676.06,2484.038,2482.036,2671.5,2854.356,3050.617,3113.995,2953.887,2821.713,2662.295,2453.179,2335.014,2194.72,2079.235,1966.995,1888.893,2023.822,2321.64,2688.608,3059.653,3360.288,3499.705,3641.588,3867.504
4142.623,4483.927,4960.73,5653.587,6205.898,6611.838,7027.273,7279.704,7440.224,7508.6,7471.387,7443.556,7173.511,6996.863,6938.992,6905.479,6915.642,6905.484,7010.936,7395.741,7695.106,7769.82,7990.017,8313.056
8679.185,8945.455,9089.828,9084.975,8780.491,8494.968,8428.824,8512.247,8719.118,8797.724,8881.857,9028.067,9045.297,9050.806,9178.635,9338.332,9354.272,9331.659,9376.518,9436.45,9461.615,9332.982,9118.452,8763.758
8303.358,7909.015,7610.443,7359.732,7160.768,7160.744,7323.681,7574.788,7769.791,7840.189,7884.531,7853.021,7686.375,7461.563,7288.569,7216.111,7070.164,6991.253,7039.729,7230.009,7511.156,7709.764,7909.875,8159.695
8109.775,7956.354,7861.418,7784.759,7449.649,6905.49,6482.79,6206.004,5947.647,5748.051,5653.531,5335.894,4648.305,3960.414,3775.158,4302.938,5158.72,5861.067,6290.859,6311.01,6039.616,5525.989,5030.698,4560.435
4297.878,4180.01,4148.457,4394.982,4856.24,5452.95,6059.193,6495.561,6755.54,6832.147,6621.292,6250.477,5807.333,5617.042,5782.024,6113.694,6445.905,6707.754,6951.19,7124.387,7245.269,7287.57,7375.418,7458.759
7482.398,7430.42,7375.989,7478.647,7610.413,7699.615,7840.085,8049.348,8078.283,7736.198,6996.856,6004.922,4959.936,4002.08,3226.496,2797.859,2623.58,2512.983,2480.914,2465.328,2394.236,2316.051,2274.288,2256.364
2311.862,2476.456,2805.219,3274.095,3673.986,4082.569,4619.482,5099.301,5144.924,4616.587,4151.183,3778.564,3378.356,3141.467,3323.333,3785.539,4353.072,4776.274,4983.869,4988.78,4876.859,4841.303,4778.243,4624.821
4486.991,4587.888,5001.617,5430.248,5289.347,4815.642,4319.099,3754.607,3237.775,2774.155,2482.316,2188.625,1744.65,1384.604,1282.969,1367.872,1575.772,1780.821,1921.536,1983.264,2138.373,2394.647,2783.242,3341.384
3798.604,3499.57,2283.463,1367.921,1046.593,981.523,894.856,619.17,393.076,325.514,331.352,327.065,286.463,259.596,273.99,324.086,318.332,240.044,183.093,154.137,143.956,200.785,424.038,712.818
647.141,477.728,398.344,390.271,473.425,567.102,652.997,711.7,762.345,800.872,899.308,1026.467,1081.22,1091.842,1102.911,1195.028,1275.156,1389.126,1694.676,2168.43,2718.24,3135.731,3494.082,3531.018
2871.403,2429.493,2329.865,2262.735,2394.284,2725.608,3219.532,3673.288,3874.807,3708.201,3342.891,2962.213,2661.43,2447.771,2347.263,2295.241,2248.618,2258.391,2467.684,2925.601,3538.613,4211.889,4787.948,5087.759
5243.246,5325.653,5442.706,5560.793,5694.741,5820.299,6010.801,6301.445,6586.591,6666.804,6335.566,5792.594,5073.13,4244.76,3363.316,2503.711,2026.289,1919.938,2040.034,2276.583,2641.425,3087.21,3359.92,3399.877
3261.094,3071.392,2932.504,2846.241,2863.33,3058.721,3491.719,4120.837,4560.14,4404.081,3808.291,3343.497,3089.063,2937.377,2805.999,2609.282,2394.691,2296.907,2412.782,2859.018,3643.42,4565.771,5291.6,5732.398
5766.391,5587.169,5525.804,5910.22,6746.105,7734.501,8420.117,8589.752,8086.999,7124.407,6150.486,5199.041,4233.057,3400.558,2716.637,2374.906,2234.197,2270.462,2632.799,3359.626,4437.396,5947.602,7574.79,8838.583
9610.448,10008.648,10195.642,10244.064,10004.273,9642.017,9376.233,9024.069,8519.884,7814.428,7359.736,7221.965,7160.742,7202.691,7474.772,7842.241,7923.739,7843.77,7764.094,7681.433,7734.497,7971.975,8330.298,8589.957
8650.218,8590.013,8364.387,7986.5,7456.724,6789.826,6115.149,5653.983,5517.296,5531.119,5617.034,5690.257,5564.553,5235.25,4764.514,4238.507,3789.494,3499.885,3404.614,3442.519,3704.802,4082.896,4516.466,4752.74
4687.792,4601.485,4665.286,4900.819,4981.385,5162.603,5571.656,5972.324,6150.464,6076.73,5690.657,5093.396,4594.97,4319.058,4319.214,4508.264,4769.09,4979.019,5118.786,5199.206,4829.284,3754.727,2942.419,2706.078
2925.579,3310.056,3654.732,4235.915,5016.073,5782.167,6249.776,6538.009,6259.356,5617.924,4876.729,4043.279,3118.115,2443.951,2268.179,2453.762,2810.042,3088.711,3131.57,3117.908,3196.211,3329.325,3433.693,3499.545
3565.05,3712.685,3699.291,3594.639,3647.694,3886.871,4142.67,4353.141,4439.462,4387.799,4305.564,4231.618,4041.404,3842.104,3726.544,3363.61,3015.499,3118.021,3721.71,4479.297,5046.356,5473.41,6005.543,6611.697
7130.705,7601.182,7944.836,8284.315,8590.084,8945.366,9301.01,9503.356,9474.147,9240.395,8692.668,8066.425,7621.959,7474.272,7574.803,7681.448,7930.462,8272.133,8343.027,8271.849,8169.794,8103.054,8131.694,8109.678
8084.809,8146.906,8249.758,8310.936,8169.564,7821.088,7323.689,6742.3,6206.015,5754.177,5514.053,5417.4,5362.13,5289.222,5178.94,5023.669,4840.334,4809.4,5037.168,5397.412,5813.265,6150.669,6248.679,5947.607
5289.272,4409.564,3535.118,2877.355,2582.932,2541.914,2554.532,2602.07,2687.355,2713.489,2688.815,2482.374,2103.742,1664.525,1304.86,1109.98,1123.734,1336.257,1650.185,2044.9,2406.317,2758.572,3090.619,3338.361
3521.819,3674.016,3817.038,3931.999,3761.694,3396.276,2986.208,2621.102,2244.988,1824.919,1613.979,1576.303,1644.037,1840.333,2117.72,2388.334,2487.467,2551.204,2675.887,2850.56,2986.255,3044.578,3052.958,2986.116
2814.381,2642.477,2492.204,2444.136,2384.53,2365.559,2592.499,3066.119,3529.735,3698.691,3422.131,2853.451,2278.745,1772.313,1344.756,1091.232,1118.128,1379.608,1764.742,2160.82,2527.511,2821.363,3150.728,3282.449
